id,lat,lng,status,status_label,location,region,city
82,26.128024,68.482439,1,Safe,Sindh Interior #82,Sindh Interior,Sindh
83,31.611836,74.106886,2,Unsafe,Lahore Zone #83,Lahore Zone,Lahore
84,28.432102,77.22604,1,Safe,Delhi / NCR #84,Delhi / NCR,Delhi
85,27.891407,73.14454,1,Safe,Bikaner Zone #85,Bikaner Zone,Bikaner
86,28.215981,73.341969,1,Safe,Bikaner Zone #86,Bikaner Zone,Bikaner
87,28.007702,73.438079,1,Safe,Bikaner Zone #87,Bikaner Zone,Bikaner
88,28.158374,73.170684,2,Unsafe,Bikaner Zone #88,Bikaner Zone,Bikaner
89,27.768619,73.518973,1,Safe,Rajasthan Border #89,Rajasthan Border,Rajasthan
90,27.91561,73.535161,1,Safe,Rajasthan Border #90,Rajasthan Border,Rajasthan
91,28.053084,73.628014,1,Safe,Rajasthan Border #91,Rajasthan Border,Rajasthan
92,29.617874,71.499288,1,Safe,Bahawalpur Zone #92,Bahawalpur Zone,Bahawalpur
93,29.35618,71.607686,1,Safe,Bahawalpur Zone #93,Bahawalpur Zone,Bahawalpur
94,29.562753,71.566895,1,Safe,Bahawalpur Zone #94,Bahawalpur Zone,Bahawalpur
95,30.010594,71.496876,1,Safe,Multan Zone #95,Multan Zone,Multan
96,30.114847,71.420345,1,Safe,Multan Zone #96,Multan Zone,Multan
97,25.287413,68.54047,2,Unsafe,Hyderabad Zone #97,Hyderabad Zone,Hyderabad
98,25.374409,68.512607,1,Safe,Hyderabad Zone #98,Hyderabad Zone,Hyderabad
99,25.422646,68.147765,1,Safe,Hyderabad Zone #99,Hyderabad Zone,Hyderabad
100,25.124677,67.251212,1,Safe,Karachi Zone #100,Karachi Zone,Karachi
101,25.111048,67.291865,1,Safe,Karachi Zone #101,Karachi Zone,Karachi
102,26.406913,68.14984,1,Safe,Sindh Interior #102,Sindh Interior,Sindh
103,26.243539,68.171186,1,Safe,Sindh Interior #103,Sindh Interior,Sindh
104,31.405468,74.101386,1,Safe,Lahore Zone #104,Lahore Zone,Lahore
105,28.495538,77.368389,1,Safe,Delhi / NCR #105,Delhi / NCR,Delhi
106,27.914341,73.437832,1,Safe,Bikaner Zone #106,Bikaner Zone,Bikaner
107,27.999754,73.275353,1,Safe,Bikaner Zone #107,Bikaner Zone,Bikaner
108,28.225793,73.53294,2,Unsafe,Bikaner Zone #108,Bikaner Zone,Bikaner
109,28.045096,73.408284,1,Safe,Bikaner Zone #109,Bikaner Zone,Bikaner
110,27.794659,73.458519,1,Safe,Rajasthan Border #110,Rajasthan Border,Rajasthan
111,28.160919,73.585631,1,Safe,Rajasthan Border #111,Rajasthan Border,Rajasthan
112,27.968988,73.661589,2,Unsafe,Rajasthan Border #112,Rajasthan Border,Rajasthan
113,29.200724,71.71788,1,Safe,Bahawalpur Zone #113,Bahawalpur Zone,Bahawalpur
114,29.401283,71.838724,1,Safe,Bahawalpur Zone #114,Bahawalpur Zone,Bahawalpur
115,29.245845,71.887351,1,Safe,Bahawalpur Zone #115,Bahawalpur Zone,Bahawalpur
116,29.96105,71.378621,1,Safe,Multan Zone #116,Multan Zone,Multan
117,30.192766,71.598846,2,Unsafe,Multan Zone #117,Multan Zone,Multan
118,25.280842,68.178949,1,Safe,Hyderabad Zone #118,Hyderabad Zone,Hyderabad
119,25.575629,68.235797,1,Safe,Hyderabad Zone #119,Hyderabad Zone,Hyderabad
120,25.442534,68.403722,1,Safe,Hyderabad Zone #120,Hyderabad Zone,Hyderabad
121,24.863651,67.137653,1,Safe,Karachi Zone #121,Karachi Zone,Karachi
122,24.910252,67.295618,1,Safe,Karachi Zone #122,Karachi Zone,Karachi
123,26.116917,68.397286,1,Safe,Sindh Interior #123,Sindh Interior,Sindh
124,26.132409,68.253104,1,Safe,Sindh Interior #124,Sindh Interior,Sindh
125,31.527261,74.209999,1,Safe,Lahore Zone #125,Lahore Zone,Lahore
126,28.46728,77.263339,1,Safe,Delhi / NCR #126,Delhi / NCR,Delhi
127,27.827644,73.291228,1,Safe,Bikaner Zone #127,Bikaner Zone,Bikaner
128,28.244304,73.533243,1,Safe,Bikaner Zone #128,Bikaner Zone,Bikaner
129,27.827967,73.180919,1,Safe,Bikaner Zone #129,Bikaner Zone,Bikaner
130,27.91434,73.504967,2,Unsafe,Bikaner Zone #130,Bikaner Zone,Bikaner
131,28.121389,73.720672,1,Safe,Rajasthan Border #131,Rajasthan Border,Rajasthan
132,27.891287,73.395986,1,Safe,Rajasthan Border #132,Rajasthan Border,Rajasthan
133,28.100185,73.641593,1,Safe,Rajasthan Border #133,Rajasthan Border,Rajasthan
134,29.450255,71.899255,1,Safe,Bahawalpur Zone #134,Bahawalpur Zone,Bahawalpur
135,29.469289,71.45852,2,Unsafe,Bahawalpur Zone #135,Bahawalpur Zone,Bahawalpur
136,29.542697,71.58972,1,Safe,Bahawalpur Zone #136,Bahawalpur Zone,Bahawalpur
137,30.223525,71.717519,1,Safe,Multan Zone #137,Multan Zone,Multan
138,29.985431,71.346943,1,Safe,Multan Zone #138,Multan Zone,Multan
139,25.223166,68.373951,1,Safe,Hyderabad Zone #139,Hyderabad Zone,Hyderabad
140,25.297557,68.397173,1,Safe,Hyderabad Zone #140,Hyderabad Zone,Hyderabad
141,25.497925,68.216619,1,Safe,Hyderabad Zone #141,Hyderabad Zone,Hyderabad
142,24.960407,66.993793,1,Safe,Karachi Zone #142,Karachi Zone,Karachi
143,24.894839,67.282401,2,Unsafe,Karachi Zone #143,Karachi Zone,Karachi
144,26.405747,68.116534,1,Safe,Sindh Interior #144,Sindh Interior,Sindh
145,26.215609,68.199506,1,Safe,Sindh Interior #145,Sindh Interior,Sindh
146,31.226596,74.422004,1,Safe,Lahore Zone #146,Lahore Zone,Lahore
147,28.611701,77.04288,1,Safe,Delhi / NCR #147,Delhi / NCR,Delhi
148,28.128554,73.333256,1,Safe,Bikaner Zone #148,Bikaner Zone,Bikaner
149,27.987459,73.089351,1,Safe,Bikaner Zone #149,Bikaner Zone,Bikaner
150,27.82886,73.482398,2,Unsafe,Bikaner Zone #150,Bikaner Zone,Bikaner
151,28.201768,73.330516,2,Unsafe,Bikaner Zone #151,Bikaner Zone,Bikaner
152,28.100568,73.587129,1,Safe,Rajasthan Border #152,Rajasthan Border,Rajasthan
153,27.791642,73.38235,1,Safe,Rajasthan Border #153,Rajasthan Border,Rajasthan
154,27.863716,73.729542,1,Safe,Rajasthan Border #154,Rajasthan Border,Rajasthan
155,29.533255,71.842316,1,Safe,Bahawalpur Zone #155,Bahawalpur Zone,Bahawalpur
156,29.579516,71.549534,2,Unsafe,Bahawalpur Zone #156,Bahawalpur Zone,Bahawalpur
157,29.287288,71.501257,1,Safe,Bahawalpur Zone #157,Bahawalpur Zone,Bahawalpur
158,30.276052,71.692861,1,Safe,Multan Zone #158,Multan Zone,Multan
159,30.10787,71.574298,1,Safe,Multan Zone #159,Multan Zone,Multan
160,25.244549,68.543446,1,Safe,Hyderabad Zone #160,Hyderabad Zone,Hyderabad
161,25.564073,68.564293,2,Unsafe,Hyderabad Zone #161,Hyderabad Zone,Hyderabad
162,25.539847,68.521637,2,Unsafe,Hyderabad Zone #162,Hyderabad Zone,Hyderabad
163,24.686154,67.206454,1,Safe,Karachi Zone #163,Karachi Zone,Karachi
164,24.824483,67.293867,2,Unsafe,Karachi Zone #164,Karachi Zone,Karachi
165,26.386006,68.463829,2,Unsafe,Sindh Interior #165,Sindh Interior,Sindh
166,26.389837,68.195063,1,Safe,Sindh Interior #166,Sindh Interior,Sindh
167,31.579319,74.123643,2,Unsafe,Lahore Zone #167,Lahore Zone,Lahore
168,28.717475,77.311367,2,Unsafe,Delhi / NCR #168,Delhi / NCR,Delhi
169,27.895095,73.452464,2,Unsafe,Bikaner Zone #169,Bikaner Zone,Bikaner
170,28.002136,73.222336,2,Unsafe,Bikaner Zone #170,Bikaner Zone,Bikaner
171,28.152905,73.187418,2,Unsafe,Bikaner Zone #171,Bikaner Zone,Bikaner
172,27.805649,73.171908,1,Safe,Bikaner Zone #172,Bikaner Zone,Bikaner
173,27.872718,73.713959,2,Unsafe,Rajasthan Border #173,Rajasthan Border,Rajasthan
174,28.1601,73.450606,2,Unsafe,Rajasthan Border #174,Rajasthan Border,Rajasthan
175,28.013667,73.504855,2,Unsafe,Rajasthan Border #175,Rajasthan Border,Rajasthan
176,29.616517,71.696297,2,Unsafe,Bahawalpur Zone #176,Bahawalpur Zone,Bahawalpur
177,29.597657,71.506904,2,Unsafe,Bahawalpur Zone #177,Bahawalpur Zone,Bahawalpur
178,29.61168,71.535356,1,Safe,Bahawalpur Zone #178,Bahawalpur Zone,Bahawalpur
179,30.35814,71.41446,1,Safe,Multan Zone #179,Multan Zone,Multan
180,29.973781,71.490554,2,Unsafe,Multan Zone #180,Multan Zone,Multan
181,25.502845,68.266155,1,Safe,Hyderabad Zone #181,Hyderabad Zone,Hyderabad
182,25.447794,68.35514,2,Unsafe,Hyderabad Zone #182,Hyderabad Zone,Hyderabad
183,25.348338,68.384465,2,Unsafe,Hyderabad Zone #183,Hyderabad Zone,Hyderabad
184,24.789625,67.193953,2,Unsafe,Karachi Zone #184,Karachi Zone,Karachi
185,24.675761,67.291509,2,Unsafe,Karachi Zone #185,Karachi Zone,Karachi
186,26.267303,68.398743,2,Unsafe,Sindh Interior #186,Sindh Interior,Sindh
187,26.358878,68.376783,2,Unsafe,Sindh Interior #187,Sindh Interior,Sindh
188,31.3889,74.106488,2,Unsafe,Lahore Zone #188,Lahore Zone,Lahore
189,28.623907,77.07359,2,Unsafe,Delhi / NCR #189,Delhi / NCR,Delhi
190,27.936262,73.466607,1,Safe,Bikaner Zone #190,Bikaner Zone,Bikaner
191,28.118889,73.220145,2,Unsafe,Bikaner Zone #191,Bikaner Zone,Bikaner
192,27.934178,73.268777,2,Unsafe,Bikaner Zone #192,Bikaner Zone,Bikaner
193,27.97608,73.218045,2,Unsafe,Bikaner Zone #193,Bikaner Zone,Bikaner
194,27.78228,73.514201,2,Unsafe,Rajasthan Border #194,Rajasthan Border,Rajasthan
195,28.148164,73.629793,2,Unsafe,Rajasthan Border #195,Rajasthan Border,Rajasthan
196,28.131262,73.601982,2,Unsafe,Rajasthan Border #196,Rajasthan Border,Rajasthan
197,29.310427,71.701572,2,Unsafe,Bahawalpur Zone #197,Bahawalpur Zone,Bahawalpur
198,29.175183,71.584111,2,Unsafe,Bahawalpur Zone #198,Bahawalpur Zone,Bahawalpur
199,29.36845,71.715993,2,Unsafe,Bahawalpur Zone #199,Bahawalpur Zone,Bahawalpur
200,30.219618,71.504245,2,Unsafe,Multan Zone #200,Multan Zone,Multan
201,30.123972,71.391166,2,Unsafe,Multan Zone #201,Multan Zone,Multan
202,25.387934,68.530531,1,Safe,Hyderabad Zone #202,Hyderabad Zone,Hyderabad
203,25.533211,68.201361,2,Unsafe,Hyderabad Zone #203,Hyderabad Zone,Hyderabad
204,25.213158,68.356953,2,Unsafe,Hyderabad Zone #204,Hyderabad Zone,Hyderabad
205,24.959823,67.025835,2,Unsafe,Karachi Zone #205,Karachi Zone,Karachi
206,25.043291,67.213012,2,Unsafe,Karachi Zone #206,Karachi Zone,Karachi
207,26.327758,68.176088,2,Unsafe,Sindh Interior #207,Sindh Interior,Sindh
208,26.114608,68.085991,1,Safe,Sindh Interior #208,Sindh Interior,Sindh
209,31.335179,74.288811,2,Unsafe,Lahore Zone #209,Lahore Zone,Lahore
210,28.707382,76.957773,1,Safe,Delhi / NCR #210,Delhi / NCR,Delhi
211,27.981498,73.368394,1,Safe,Bikaner Zone #211,Bikaner Zone,Bikaner
212,27.882496,73.398359,2,Unsafe,Bikaner Zone #212,Bikaner Zone,Bikaner
213,28.01747,73.194793,2,Unsafe,Bikaner Zone #213,Bikaner Zone,Bikaner
214,28.090226,73.087495,2,Unsafe,Bikaner Zone #214,Bikaner Zone,Bikaner
215,28.062934,73.671521,2,Unsafe,Rajasthan Border #215,Rajasthan Border,Rajasthan
216,27.772964,73.516316,2,Unsafe,Rajasthan Border #216,Rajasthan Border,Rajasthan
217,27.804149,73.756085,2,Unsafe,Rajasthan Border #217,Rajasthan Border,Rajasthan
218,29.408081,71.477598,2,Unsafe,Bahawalpur Zone #218,Bahawalpur Zone,Bahawalpur
219,29.287139,71.836751,2,Unsafe,Bahawalpur Zone #219,Bahawalpur Zone,Bahawalpur
220,29.380408,71.815637,2,Unsafe,Bahawalpur Zone #220,Bahawalpur Zone,Bahawalpur
221,30.22541,71.739552,2,Unsafe,Multan Zone #221,Multan Zone,Multan
222,30.192954,71.722518,2,Unsafe,Multan Zone #222,Multan Zone,Multan
223,25.576142,68.400694,2,Unsafe,Hyderabad Zone #223,Hyderabad Zone,Hyderabad
224,25.498673,68.35215,2,Unsafe,Hyderabad Zone #224,Hyderabad Zone,Hyderabad
225,25.548756,68.371542,2,Unsafe,Hyderabad Zone #225,Hyderabad Zone,Hyderabad
226,25.078744,67.209645,2,Unsafe,Karachi Zone #226,Karachi Zone,Karachi
227,24.888603,66.991636,2,Unsafe,Karachi Zone #227,Karachi Zone,Karachi
228,26.136258,68.361948,2,Unsafe,Sindh Interior #228,Sindh Interior,Sindh
229,26.369616,68.309585,2,Unsafe,Sindh Interior #229,Sindh Interior,Sindh
230,31.507037,74.198569,2,Unsafe,Lahore Zone #230,Lahore Zone,Lahore
231,28.359868,77.053578,1,Safe,Delhi / NCR #231,Delhi / NCR,Delhi
232,27.917272,73.228869,2,Unsafe,Bikaner Zone #232,Bikaner Zone,Bikaner
233,28.038069,73.147268,2,Unsafe,Bikaner Zone #233,Bikaner Zone,Bikaner
234,27.899068,73.397277,2,Unsafe,Bikaner Zone #234,Bikaner Zone,Bikaner
235,28.112889,73.113903,2,Unsafe,Bikaner Zone #235,Bikaner Zone,Bikaner
236,27.90842,73.569175,2,Unsafe,Rajasthan Border #236,Rajasthan Border,Rajasthan
237,27.912098,73.418075,2,Unsafe,Rajasthan Border #237,Rajasthan Border,Rajasthan
238,27.914065,73.732177,2,Unsafe,Rajasthan Border #238,Rajasthan Border,Rajasthan
239,29.437836,71.767985,2,Unsafe,Bahawalpur Zone #239,Bahawalpur Zone,Bahawalpur
240,29.560529,71.799518,2,Unsafe,Bahawalpur Zone #240,Bahawalpur Zone,Bahawalpur
241,29.346171,71.457653,2,Unsafe,Bahawalpur Zone #241,Bahawalpur Zone,Bahawalpur
242,30.083291,71.634064,1,Safe,Multan Zone #242,Multan Zone,Multan
243,30.309052,71.724044,2,Unsafe,Multan Zone #243,Multan Zone,Multan
244,25.36356,68.461382,2,Unsafe,Hyderabad Zone #244,Hyderabad Zone,Hyderabad
245,25.42076,68.396464,2,Unsafe,Hyderabad Zone #245,Hyderabad Zone,Hyderabad
246,25.274242,68.22374,2,Unsafe,Hyderabad Zone #246,Hyderabad Zone,Hyderabad
247,24.871126,66.888061,2,Unsafe,Karachi Zone #247,Karachi Zone,Karachi
248,24.826258,67.180614,2,Unsafe,Karachi Zone #248,Karachi Zone,Karachi
249,26.206943,68.14927,2,Unsafe,Sindh Interior #249,Sindh Interior,Sindh
250,26.235326,68.132433,1,Safe,Sindh Interior #250,Sindh Interior,Sindh
251,31.505016,74.087135,2,Unsafe,Lahore Zone #251,Lahore Zone,Lahore
252,28.502309,77.178976,2,Unsafe,Delhi / NCR #252,Delhi / NCR,Delhi
253,27.807196,73.374237,2,Unsafe,Bikaner Zone #253,Bikaner Zone,Bikaner
254,27.856065,73.292764,2,Unsafe,Bikaner Zone #254,Bikaner Zone,Bikaner
255,27.817628,73.255597,2,Unsafe,Bikaner Zone #255,Bikaner Zone,Bikaner
256,27.890247,73.232081,1,Safe,Bikaner Zone #256,Bikaner Zone,Bikaner
257,28.067553,73.495607,2,Unsafe,Rajasthan Border #257,Rajasthan Border,Rajasthan
258,28.063404,73.699366,2,Unsafe,Rajasthan Border #258,Rajasthan Border,Rajasthan
259,27.838522,73.361858,2,Unsafe,Rajasthan Border #259,Rajasthan Border,Rajasthan
260,29.183722,71.697739,2,Unsafe,Bahawalpur Zone #260,Bahawalpur Zone,Bahawalpur
261,29.624959,71.612482,2,Unsafe,Bahawalpur Zone #261,Bahawalpur Zone,Bahawalpur
262,29.467565,71.806555,2,Unsafe,Bahawalpur Zone #262,Bahawalpur Zone,Bahawalpur
263,30.21829,71.634405,2,Unsafe,Multan Zone #263,Multan Zone,Multan
264,30.352325,71.384712,2,Unsafe,Multan Zone #264,Multan Zone,Multan
265,25.184171,68.193572,1,Safe,Hyderabad Zone #265,Hyderabad Zone,Hyderabad
266,25.231799,68.426256,1,Safe,Hyderabad Zone #266,Hyderabad Zone,Hyderabad
267,25.428786,68.223084,2,Unsafe,Hyderabad Zone #267,Hyderabad Zone,Hyderabad
268,24.989759,67.220104,2,Unsafe,Karachi Zone #268,Karachi Zone,Karachi
269,24.750505,67.148261,2,Unsafe,Karachi Zone #269,Karachi Zone,Karachi
270,26.361567,68.12654,2,Unsafe,Sindh Interior #270,Sindh Interior,Sindh
271,26.393686,68.509124,2,Unsafe,Sindh Interior #271,Sindh Interior,Sindh
272,31.273644,74.086555,2,Unsafe,Lahore Zone #272,Lahore Zone,Lahore
273,28.465381,77.229806,2,Unsafe,Delhi / NCR #273,Delhi / NCR,Delhi
274,28.226178,73.263494,2,Unsafe,Bikaner Zone #274,Bikaner Zone,Bikaner
275,28.116757,73.119198,2,Unsafe,Bikaner Zone #275,Bikaner Zone,Bikaner
276,28.105776,73.367259,1,Safe,Bikaner Zone #276,Bikaner Zone,Bikaner
277,27.840856,73.432616,2,Unsafe,Bikaner Zone #277,Bikaner Zone,Bikaner
278,28.107632,73.595185,2,Unsafe,Rajasthan Border #278,Rajasthan Border,Rajasthan
279,27.779475,73.76773,2,Unsafe,Rajasthan Border #279,Rajasthan Border,Rajasthan
280,28.077186,73.481242,2,Unsafe,Rajasthan Border #280,Rajasthan Border,Rajasthan
281,29.36777,71.621757,2,Unsafe,Bahawalpur Zone #281,Bahawalpur Zone,Bahawalpur
282,29.402682,71.608554,1,Safe,Bahawalpur Zone #282,Bahawalpur Zone,Bahawalpur
283,29.557309,71.825049,2,Unsafe,Bahawalpur Zone #283,Bahawalpur Zone,Bahawalpur
284,29.972492,71.727354,2,Unsafe,Multan Zone #284,Multan Zone,Multan
285,30.211013,71.667918,1,Safe,Multan Zone #285,Multan Zone,Multan
286,25.493289,68.320969,2,Unsafe,Hyderabad Zone #286,Hyderabad Zone,Hyderabad
287,25.505208,68.559463,2,Unsafe,Hyderabad Zone #287,Hyderabad Zone,Hyderabad
288,25.296537,68.48869,2,Unsafe,Hyderabad Zone #288,Hyderabad Zone,Hyderabad
289,24.917178,67.092574,2,Unsafe,Karachi Zone #289,Karachi Zone,Karachi
290,24.871009,67.203962,2,Unsafe,Karachi Zone #290,Karachi Zone,Karachi
291,26.145778,68.458271,1,Safe,Sindh Interior #291,Sindh Interior,Sindh
292,26.398829,68.113998,2,Unsafe,Sindh Interior #292,Sindh Interior,Sindh
293,31.621734,74.184739,2,Unsafe,Lahore Zone #293,Lahore Zone,Lahore
294,28.534119,77.199649,2,Unsafe,Delhi / NCR #294,Delhi / NCR,Delhi
295,27.965545,73.097915,2,Unsafe,Bikaner Zone #295,Bikaner Zone,Bikaner
296,28.177929,73.166828,2,Unsafe,Bikaner Zone #296,Bikaner Zone,Bikaner
297,27.890454,73.444025,2,Unsafe,Bikaner Zone #297,Bikaner Zone,Bikaner
298,27.948152,73.481144,2,Unsafe,Bikaner Zone #298,Bikaner Zone,Bikaner
299,28.040533,73.449321,1,Safe,Rajasthan Border #299,Rajasthan Border,Rajasthan
300,27.729568,73.751628,2,Unsafe,Rajasthan Border #300,Rajasthan Border,Rajasthan
301,27.763526,73.649034,1,Safe,Rajasthan Border #301,Rajasthan Border,Rajasthan
302,29.39486,71.796174,1,Safe,Bahawalpur Zone #302,Bahawalpur Zone,Bahawalpur
303,29.485774,71.745656,2,Unsafe,Bahawalpur Zone #303,Bahawalpur Zone,Bahawalpur
304,29.39587,71.81182,2,Unsafe,Bahawalpur Zone #304,Bahawalpur Zone,Bahawalpur
305,29.966874,71.394718,2,Unsafe,Multan Zone #305,Multan Zone,Multan
306,30.236304,71.432793,2,Unsafe,Multan Zone #306,Multan Zone,Multan
307,25.4367,68.337967,2,Unsafe,Hyderabad Zone #307,Hyderabad Zone,Hyderabad
308,25.413915,68.316477,2,Unsafe,Hyderabad Zone #308,Hyderabad Zone,Hyderabad
